"Player","Team","Position","Rk","Status","Opponent","Salary","Score","% Owned","+/-","GP","MIN","FGM","FGA","FG%","FTM","FTA","FT%","3PTM","REB","AST","ST","BLK","TO","PTS"
"Patrick McCaw","TOR","SG,G,SF,F,Flx","394","FA","","1.00","4.37","5%","0%","2","20.0","1.5","2.5",".600","0.5","1.0",".500","0.5","3.0","1.5","1.5","0.0","1.5","4.0"
"Jarred Vanderbilt","DEN","SF,F,Flx","395","FA","@PHI Tue 8:00PM","1.00","1.46","5%","0%","3","3.1","0.0","0.0","0","0.0","0.0","0","0.0","0.7","0.3","0.0","0.0","0.3","0.0"
"Justin Robinson","WAS","PG,G,Flx","396","FA","@CHA Tue 7:00PM","1.00","2.56","5%","-0.1%","5","2.9","0.4","1.0",".400","0.0","0.0","0","0.2","0.6","0.4","0.0","0.0","0.4","1.0"
"Rodney McGruder","LAC","SG,G,SF,F,Flx","397","FA","","1.00","16.41","5%","-0.5%","15","17.4","1.5","4.0",".383","0.2","0.5",".375","0.7","2.4","0.8","0.3","0.2","0.5","4.0"
"Abdel Nader","OKC","SF,PF,F,Flx","398","FA","","1.00","28.38","5%","-1.1%","16","16.5","2.4","4.9",".481","1.3","1.5",".833","1.0","1.9","0.6","0.3","0.4","1.0","7.0"
"Raul Neto","PHI","PG,G,Flx","399","FA","DEN Tue 8:00PM","1.00","22.82","5%","-0.2%","21","12.3","1.9","3.7",".506","0.1","0.2",".750","0.7","1.1","1.6","0.4","0.1","0.9","4.5"
"Tyson Chandler","HOU","C,Flx","400","FA","","1.00","15.33","5%","-0.3%","18","9.0","0.7","0.9",".765","0.3","0.5",".556","0.0","2.7","0.3","0.3","0.4","0.3","1.7"
"Jalen Lecque","PHO","PG,G,Flx","401","FA","","1.00","0","5%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Thomas","TOR","SG,G,Flx","402","FA","","1.00","12.88","5%","-0.4%","12","11.3","1.7","3.1",".541","0.3","0.4",".600","1.2","1.1","0.3","0.3","0.0","0.3","4.8"
"Shake Milton","PHI","PG,G,Flx","403","FA","DEN Tue 8:00PM","1.00","9.28","5%","-0.2%","9","9.1","1.3","3.9",".343","0.8","1.0",".778","0.4","0.9","0.8","0.1","0.0","1.3","3.9"
"Naz Reid","MIN","C,Flx","404","FA","","1.00","1.98","5%","0%","2","2.0","0.5","1.0",".500","0.0","0.0","0","0.5","0.5","0.0","0.0","0.0","0.0","1.5"
"Vince Carter","ATL","SG,G,SF,F,Flx","405","FA","@MIA Tue 8:00PM","1.00","23.59","5%","-0.4%","18","15.3","2.1","5.7",".373","0.3","0.4",".750","1.0","1.9","0.8","0.3","0.3","0.6","5.6"
"Gerald Green","HOU","SG,G,SF,F,Flx","406","FA","","1.00","0","5%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonah Bolden","PHI","PF,F,Flx","407","FA","DEN Tue 8:00PM","1.00","1.9","5%","0%","2","2.4","0.5","0.5","1.000","0.0","1.0",".000","0.0","0.0","0.0","0.5","0.0","0.5","1.0"
"Wilson Chandler","BKN","SF,PF,F,Flx","408","FA","","1.00","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin James","SAC","SG,G,Flx","409","FA","","1.00","12.23","4%","-1%","11","12.7","1.6","4.0",".409","0.1","0.5",".167","0.3","1.8","0.8","0.4","0.5","0.5","3.6"
"Vincent Poirier","BOS","C,Flx","410","FA","","1.00","6.83","4%","0%","9","4.8","0.8","1.6",".500","0.1","0.2",".500","0.0","1.7","0.3","0.2","0.2","0.3","1.7"
"Isaiah Roby","DAL","PF,F,Flx","411","FA","","1.00","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Tolliver","POR","SF,PF,F,Flx","412","FA","NY Tue 10:00PM","1.00","20.46","4%","-0.4%","17","16.5","1.0","3.4",".293","0.5","0.6",".818","0.8","3.1","0.6","0.2","0.4","0.6","3.3"
"Nikola Mirotic","(N/A)","SF,PF,F,Flx","413","FA","","1.00","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Troy Daniels","LAL","PG,SG,G,Flx","414","FA","","1.00","20.28","4%","-0.3%","19","14.2","1.7","4.7",".367","0.2","0.2",".750","1.2","1.4","0.4","0.4","0.1","0.3","4.8"
"Luguentz Dort","OKC","SG,G,Flx","415","FA","","1.00","4.26","4%","0%","3","18.7","1.3","3.7",".364","1.0","1.7",".600","0.0","2.0","0.0","0.3","0.0","0.7","3.7"
"David Nwaba","BKN","SG,G,SF,F,Flx","416","FA","","1.00","18.53","4%","-0.4%","15","12.3","1.6","2.9",".558","0.6","1.1",".563","0.5","2.1","0.3","0.3","0.6","0.4","4.3"
"Theo Pinson","BKN","SF,F,Flx","417","FA","","1.00","21.14","4%","-0.1%","14","14.9","1.7","6.4",".270","0.8","0.9",".917","0.6","2.2","2.3","0.6","0.0","1.4","4.8"
"Jakarr Sampson","IND","SG,G,SF,F,Flx","418","FA","","1.00","13.39","4%","-0.2%","9","18.5","2.6","4.6",".561","0.2","0.8",".286","0.2","2.7","0.4","0.6","0.7","0.7","5.6"
"Gary Clark","HOU","SF,PF,F,Flx","419","FA","","1.00","10.08","4%","-1.2%","8","11.7","1.4","3.5",".393","0.3","0.3","1.000","1.0","2.5","0.6","0.1","0.4","0.1","4.0"
"Jordan Bone","DET","PG,G,Flx","420","FA","","1.00","1.82","4%","-0.1%","3","2.1","0.7","1.7",".400","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.7","1.3"
"Wes Iwundu","ORL","SG,G,SF,F,Flx","421","FA","","1.00","14.62","4%","-0.5%","11","14.6","0.9","3.2",".286","1.4","1.6",".833","0.1","2.1","0.8","0.5","0.3","0.4","3.3"
"Zach Norvell Jr.","LAL","SG,G,Flx","422","FA","","1.00","1.26","4%","-0.1%","2","2.4","0.0","0.5",".000","0.0","0.0","0","0.0","0.5","0.0","0.0","0.0","0.0","0.0"
"Tim Frazier","DET","PG,SG,G,Flx","423","FA","","1.00","16.68","4%","-0.2%","13","10.7","0.7","3.2",".214","0.8","1.1",".786","0.2","1.0","2.9","0.6","0.2","0.9","2.5"
"Brandon Knight","CLE","PG,SG,G,Flx","424","FA","","1.00","11.24","4%","-0.2%","8","11.9","1.8","5.0",".350","0.3","0.8",".333","1.3","1.0","1.9","0.5","0.0","0.8","5.0"
"Matthew Dellavedova","CLE","PG,SG,G,Flx","425","FA","","1.00","20.67","4%","-0.2%","21","13.1","0.9","3.1",".277","0.6","0.6",".923","0.2","1.4","2.2","0.4","0.0","0.7","2.5"
"Kelan Martin","MIN","SG,G,Flx","426","FA","","1.00","9.12","4%","-1%","9","13.6","1.7","4.9",".341","0.0","0.0","0","0.6","2.9","0.3","0.1","0.1","0.4","3.9"
"Chimezie Metu","SA","PF,F,Flx","427","FA","","1.00","6","4%","-0.2%","6","3.6","1.2","2.0",".583","0.3","0.7",".500","0.0","1.8","0.3","0.0","0.3","0.0","2.7"
"Dewan Hernandez","TOR","C,Flx","428","FA","","1.00","3.35","3%","-0.1%","3","3.2","0.3","1.7",".200","0.7","0.7","1.000","0.0","2.3","0.0","0.3","0.0","0.3","1.3"
"Didi Louzada Silva","NO","SF,F,Flx","429","FA","","1.00","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Georges Niang","UTA","SF,PF,F,Flx","430","FA","","1.00","17.57","3%","-0.5%","18","11.5","1.6","3.4",".459","0.4","0.6",".700","0.8","1.7","0.5","0.1","0.1","0.6","4.3"
"Khyri Thomas","DET","SG,G,Flx","431","FA","","1.00","1.34","3%","0%","2","2.8","0.0","0.0","0","0.5","1.0",".500","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"Iman Shumpert","BKN","SG,G,SF,F,Flx","432","FA","","1.00","16.76","3%","-0.4%","12","18.8","1.7","4.9",".339","0.3","0.4",".600","0.6","2.7","1.0","1.0","0.2","0.8","4.2"
"Javonte Green","BOS","PG,G,Flx","433","FA","","1.00","10.78","3%","-0.2%","16","6.9","1.3","2.2",".600","0.1","0.3",".400","0.2","0.9","0.3","0.3","0.1","0.2","2.9"
"Alize Johnson","IND","PF,F,Flx","434","FA","","1.00","5.08","3%","-0.1%","8","4.6","0.6","1.4",".455","0.4","0.5",".750","0.0","1.5","0.3","0.0","0.0","0.1","1.6"
"John Konchar","MEM","SG,G,Flx","435","FA","","1.00","1.17","3%","-0.1%","1","6.8","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Deividas Sirvydis","(N/A)","SF,F,Flx","436","FA","","1.00","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Caleb Martin","CHA","SG,G,Flx","437","FA","WAS Tue 7:00PM","1.00","4.02","3%","-0.1%","4","7.0","0.8","2.5",".300","0.3","0.8",".333","0.0","1.3","0.8","0.3","0.5","0.8","1.8"
"Jaylen Nowell","MIN","SG,G,Flx","438","FA","","1.00","2","3%","-0.1%","2","7.4","0.5","2.0",".250","0.5","0.5","1.000","0.0","0.5","1.5","0.0","0.0","0.5","1.5"
"Quinndary Weatherspoon","SA","SG,G,Flx","439","FA","","1.00","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wenyen Gabriel","SAC","PF,F,Flx","440","FA","","1.00","7.26","3%","-0.2%","7","6.7","0.7","2.3",".313","0.7","1.3",".556","0.1","1.1","0.4","0.3","0.3","0.4","2.3"
"Tyrone Wallace","ATL","PG,SG,G,Flx","441","FA","@MIA Tue 8:00PM","1.00","14.12","3%","-0.1%","14","11.5","1.0","3.1",".318","0.8","1.2",".647","0.1","1.6","0.9","0.5","0.1","0.7","2.9"
"Kenneth Faried","(N/A)","PF,F,C,Flx","442","FA","","1.00","0","3%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Dudley","LAL","SF,PF,F,Flx","443","FA","","1.00","8.74","3%","0%","15","6.7","0.3","0.7",".455","0.1","0.1","1.000","0.3","0.8","0.6","0.3","0.1","0.1","1.1"
"Justin Patton","OKC","C,Flx","444","FA","","1.00","1.78","3%","0%","2","4.7","0.5","1.5",".333","0.0","0.0","0","0.0","1.0","0.0","0.0","0.0","0.5","1.0"
"Vlatko Cancar","DEN","SF,F,Flx","445","FA","@PHI Tue 8:00PM","1.00","1.17","3%","0%","1","2.0","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Pau Gasol","(N/A)","PF,F,C,Flx","446","FA","","1.00","0","3%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jalen McDaniels","CHA","PF,F,Flx","447","FA","WAS Tue 7:00PM","1.00","1.66","2%","-0.1%","1","2.7","1.0","2.0",".500","0.0","0.0","0","0.0","1.0","0.0","0.0","0.0","0.0","2.0"
"Norvel Pelle","PHI","C,Flx","448","FA","DEN Tue 8:00PM","1.00","5.81","2%","-0.4%","2","12.3","1.0","1.5",".667","2.0","3.0",".667","0.0","5.0","1.0","0.0","2.0","1.0","4.0"
"Kadeem Allen","NY","SG,G,Flx","449","FA","@POR Tue 10:00PM","1.00","3.39","2%","-0.5%","1","15.5","3.0","6.0",".500","0.0","0.0","0","3.0","0.0","2.0","1.0","0.0","1.0","9.0"
"Thabo Sefolosha","HOU","SG,G,SF,PF,F,Flx","450","FA","","1.00","16.51","2%","-0.7%","19","10.6","0.8","2.4",".348","0.0","0.1",".000","0.4","2.4","0.8","0.5","0.2","0.3","2.1"
"Chris Chiozza","WAS","PG,G,Flx","451","FA","@CHA Tue 7:00PM","1.00","9.95","2%","-0.1%","8","11.3","0.6","2.9",".217","0.0","0.0","0","0.4","1.1","3.0","0.9","0.3","0.9","1.6"
"Jarrell Brantley","UTA","PF,F,Flx","452","FA","","1.00","2.28","2%","0%","2","4.3","0.0","0.0","0","0.0","0.0","0","0.0","2.0","0.5","0.0","1.0","0.5","0.0"
"Darius Miller","NO","SG,G,SF,F,Flx","453","FA","","1.00","0","2%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chandler Parsons","ATL","SF,PF,F,Flx","454","FA","@MIA Tue 8:00PM","1.00","5.09","2%","-0.2%","3","11.8","1.3","4.0",".333","0.0","0.0","0","1.0","1.3","0.7","1.3","0.0","0.3","3.7"
"Miye Oni","UTA","SG,G,Flx","455","FA","","1.00","1.26","2%","-0.1%","3","2.8","0.0","0.0","0","0.0","0.0","0","0.0","0.3","0.0","0.0","0.0","0.3","0.0"
"Marial Shayok","PHI","SF,F,Flx","456","FA","DEN Tue 8:00PM","1.00","0","2%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yuta Watanabe","MEM","SG,G,SF,F,Flx","457","FA","","1.00","2.87","2%","-0.1%","3","3.7","1.0","1.7",".600","0.0","0.0","0","0.3","0.7","0.0","0.0","0.3","0.0","2.3"
"Jeremy Lin","(N/A)","PG,SG,G,Flx","458","FA","","1.00","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyreke Evans","IND","PG,SG,G,Flx","459","FA","","1.00","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Caleb Swanigan","SAC","PF,F,C,Flx","460","FA","","1.00","3.18","2%","-0.1%","4","2.8","0.3","0.5",".500","0.3","0.5",".500","0.0","1.0","0.0","0.3","0.5","0.8","0.8"
"Thanasis Antetokounmpo","MIL","SF,F,Flx","461","FA","","1.00","4.48","2%","-0.2%","4","6.1","1.5","2.5",".600","0.5","1.0",".500","0.0","0.8","1.0","0.0","0.0","0.5","3.5"
"Frank Mason III","MIL","PG,G,Flx","462","FA","","1.00","1.92","2%","0%","2","5.1","0.5","2.0",".250","0.5","1.0",".500","0.5","0.0","1.0","0.0","0.0","0.0","2.0"
"Deonte Burton","OKC","SF,F,Flx","463","FA","","1.00","9.41","2%","-0.4%","12","8.4","1.1","2.8",".394","0.3","0.3",".750","0.4","1.8","0.3","0.1","0.1","0.3","2.8"
"Johnathan Motley","LAC","SF,F,Flx","464","FA","","1.00","2.1","2%","-0.1%","2","2.2","0.5","1.5",".333","0.0","0.0","0","0.5","1.0","1.0","0.0","0.0","1.0","1.5"
"Melvin Frazier","ORL","SF,F,Flx","465","FA","","1.00","1.72","2%","0%","4","2.8","0.3","1.5",".167","0.0","0.0","0","0.0","0.3","0.3","0.0","0.0","0.0","0.5"
"Kevin Hervey","OKC","SF,PF,F,Flx","466","FA","","1.00","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Wright-Foreman","UTA","PG,G,Flx","467","FA","","1.00","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jaylen Adams","(N/A)","PG,G,Flx","468","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Courtney Lee","DAL","SG,G,SF,F,Flx","469","FA","","1.00","7.38","1%","-0.1%","7","8.9","1.9","3.1",".591","0.0","0.0","0","1.0","0.4","0.4","0.0","0.3","0.1","4.7"
"Jordan McLaughlin","MIN","PG,G,Flx","470","FA","","1.00","5.02","1%","0%","4","14.3","1.0","3.8",".267","0.5","0.5","1.000","0.3","1.8","2.0","0.3","0.0","1.0","2.8"
"Nigel Williams-Goss","UTA","PG,G,Flx","471","FA","","1.00","2.38","1%","0%","7","3.1","0.0","0.7",".000","0.3","0.3","1.000","0.0","0.3","0.3","0.0","0.1","0.1","0.3"
"Nick Young","DEN","SG,G,SF,F,Flx","472","FA","@PHI Tue 8:00PM","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jamal Crawford","(N/A)","SG,G,SF,F,Flx","473","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Johnson","(N/A)","SF,PF,F,Flx","474","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cameron Payne","(N/A)","PG,G,Flx","475","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew Eubanks","SA","PF,F,Flx","476","FA","","1.00","4.84","1%","-0.6%","4","7.8","1.3","2.5",".500","0.3","0.3","1.000","0.0","3.3","0.5","0.0","0.3","1.0","2.8"
"Malcolm Miller","TOR","PF,F,Flx","477","FA","","1.00","6.51","1%","-0.1%","9","6.0","0.7","1.3",".500","0.1","0.7",".167","0.6","0.8","0.4","0.0","0.2","0.2","2.0"
"Josh Reaves","DAL","SG,G,Flx","478","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Broekhoff","DAL","SF,F,Flx","479","FA","","1.00","4.62","1%","0%","4","6.2","1.0","2.0",".500","0.0","0.0","0","1.0","1.3","0.8","0.3","0.0","0.3","3.0"
"Jaylen Hoard","POR","SF,F,Flx","480","FA","NY Tue 10:00PM","1.00","2.72","1%","0%","4","3.0","0.3","0.5",".500","0.3","0.5",".500","0.0","1.3","0.5","0.3","0.0","0.0","0.8"
"Amile Jefferson","ORL","PF,F,Flx","481","FA","","1.00","2.81","1%","+0.1%","5","2.5","0.6","0.6","1.000","0.0","0.0","0","0.0","0.8","0.4","0.0","0.0","0.2","1.2"
"Kyle Alexander","(N/A)","PF,F,Flx","482","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cristiano Felicio","CHI","C,Flx","483","FA","","1.00","0","1%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nikola Milutinov","SA","C,Flx","484","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Naz Mitrou-Long","IND","PG,G,Flx","485","FA","","1.00","5.54","1%","-0.2%","3","14.2","2.0","5.3",".375","0.0","0.0","0","0.7","2.0","2.3","0.3","0.3","0.7","4.7"
"Jaylen Hands","(N/A)","PG,G,Flx","486","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zylan Cheatham","NO","SF,F,Flx","487","FA","","1.00","1.85","1%","0%","2","9.9","0.5","2.0",".250","0.0","0.0","0","0.0","1.5","0.5","0.0","0.0","0.5","1.0"
"Henry Ellenson","BKN","PF,F,Flx","488","FA","","1.00","1.17","1%","-0.1%","1","3.3","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Issuf Sanon","WAS","PG,G,Flx","489","FA","@CHA Tue 7:00PM","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trevon Bluiett","(N/A)","PG,G,Flx","490","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joakim Noah","(N/A)","PF,F,C,Flx","491","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lance Stephenson","(N/A)","SG,G,SF,F,Flx","492","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shamorie Ponds","TOR","PG,G,Flx","493","FA","","1.00","2.47","1%","-0.1%","2","3.8","1.0","2.0",".500","0.0","0.0","0","0.0","0.5","1.0","0.0","0.5","0.0","2.0"
"Jonas Jerebko","(N/A)","SF,PF,F,Flx","494","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anzejs Pasecniks","(N/A)","C,Flx","495","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alberto Abalde","(N/A)","SF,F,Flx","496","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Jackson","ORL","SF,PF,F,Flx","497","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Anderson","TOR","SF,F,Flx","498","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Moses Brown","POR","C,Flx","499","FA","NY Tue 10:00PM","1.00","4.14","1%","-0.2%","4","3.8","0.8","1.8",".429","0.5","1.0",".500","0.0","2.3","0.0","0.3","0.0","0.3","2.0"
"Jerian Grant","WAS","PG,SG,G,Flx","500","FA","@CHA Tue 7:00PM","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yante Maten","BOS","SF,F,Flx","501","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garrison Mathews","WAS","SG,G,Flx","502","FA","@CHA Tue 7:00PM","1.00","1.5","1%","0%","2","6.8","0.0","1.0",".000","0.0","0.0","0","0.0","0.5","1.0","0.0","0.0","0.5","0.0"
"PJ Dozier","DEN","PG,G,Flx","503","FA","@PHI Tue 8:00PM","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nene Hilario","HOU","PF,F,C,Flx","504","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Andrews","(N/A)","SF,PF,F,Flx","505","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Barnes","(N/A)","SG,G,SF,F,Flx","506","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andre Barrett","(N/A)","PG,G,Flx","507","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Demetrius Jackson","(N/A)","PG,G,Flx","508","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Walt Lemon Jr.","(N/A)","SF,F,Flx","509","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Lydon","(N/A)","PF,F,Flx","510","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathon Simmons","(N/A)","SG,G,SF,F,Flx","511","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sindarius Thornwell","(N/A)","SG,G,Flx","512","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Charlie Brown","ATL","SF,F,Flx","513","FA","@MIA Tue 8:00PM","1.00","3.61","1%","-0.2%","4","4.1","0.3","0.8",".333","1.0","1.0","1.000","0.3","0.8","0.0","0.0","0.3","0.0","1.8"
"Arnoldas Kulboka","CHA","SF,F,Flx","514","FA","WAS Tue 7:00PM","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adam Hanga","SA","SG,G,Flx","515","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Anderson","(N/A)","PF,F,C,Flx","516","FA","","1.00","3.29","1%","0%","2","7.0","1.0","3.5",".286","0.0","0.0","0","0.5","3.5","1.0","0.5","0.0","0.5","2.5"
"Antonio Blakeney","(N/A)","PG,G,Flx","517","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shelvin Mack","(N/A)","PG,G,Flx","518","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wayne Selden Jr.","(N/A)","SG,G,Flx","519","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ray Spalding","(N/A)","PF,F,Flx","520","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Quincy Acy","PHO","SF,PF,F,Flx","521","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wade Baldwin IV","IND","PG,G,Flx","522","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Cook","CLE","PF,F,Flx","523","FA","","1.00","4.26","1%","-0.1%","6","2.9","0.8","1.0",".833","0.3","0.3","1.000","0.0","0.8","0.0","0.2","0.0","0.2","2.0"
"Devin Harris","(N/A)","PG,SG,G,Flx","524","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vincent Edwards","(N/A)","SF,F,Flx","525","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Greg Monroe","(N/A)","PF,F,C,Flx","526","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Guerschon Yabusele","(N/A)","SF,PF,F,Flx","527","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MarShon Brooks","CHI","SG,G,SF,F,Flx","528","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Devon Hall","OKC","SG,G,Flx","529","FA","","1.00","2.82","1%","-0.1%","5","3.9","0.2","1.0",".200","0.6","0.8",".750","0.0","0.2","0.6","0.0","0.0","0.2","1.0"
"Isaiah Austin","(N/A)","C,Flx","530","FA","","1.00","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jalen Adams","(N/A)","PG,G,Flx","531","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jaron Blossomgame","(N/A)","SF,F,Flx","532","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jon Leuer","(N/A)","PF,F,C,Flx","533","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Poythress","(N/A)","SF,F,Flx","534","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Beasley","(N/A)","SF,PF,F,Flx","535","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Devin Robinson","(N/A)","SG,G,SF,F,Flx","536","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nik Stauskas","(N/A)","SG,G,SF,F,Flx","537","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Harper","PHO","PG,G,Flx","538","FA","","1.00","1.17","0%","0%","1","2.0","0.0","1.0",".000","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Louis King","DET","PF,F,Flx","539","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ike Anigbogu","IND","C,Flx","540","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Frazier","HOU","SG,G,Flx","541","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marcin Gortat","LAC","C,Flx","542","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Gray","NO","PG,G,Flx","543","FA","","1.00","1.75","0%","-0.1%","2","11.4","0.5","1.0",".500","0.0","0.0","0","0.0","1.0","1.0","0.0","0.0","2.5","1.0"
"DaQuan Jeffries","SAC","PG,G,Flx","544","FA","","1.00","1.55","0%","-0.1%","2","5.4","0.5","0.5","1.000","0.0","0.0","0","0.0","0.5","0.5","0.0","0.0","0.0","1.0"
